NAME,FAILDATE,QBFASSET,QBFDEP,CITY,PSTALP,COST,RESTYPE
BANK OF WILSON,7/26/1990,12982,13046,WILSON,OK,1754,FAILURE
CONTINENTAL BANK,7/26/1990,135476,136013,DALLAS,TX,24659,FAILURE
BANK OF ODESSA,7/26/1990,14364,14707,ODESSA,TX,3895,FAILURE
FIRST NATIONAL BANK,7/26/1990,10915,11094,PURCELL,OK,1476,FAILURE
U.S. SAVINGS BANK OF AMERICA,7/27/1990,12416,12068,SEABROOK,NH,1511,FAILURE
GUARANTY SAVINGS BANK FSB,7/27/1990,53900,49904,FAYETTEVILLE,NC,8529,FAILURE
PROFESSIONAL SAVINGS BANK,7/27/1990,695604,618411,CORAL GABLES,FL,251452,FAILURE
COLUMBIA TRUST COMPANY OF NEW JERSEY,4/29/1939,,1484,HOBOKEN,NJ,,FAILURE
CITIZENS & BUILDERS FS,7/27/1990,119184,97890,PENSACOLA,FL,31553,FAILURE
"STATESMAN BANK FOR SAVINGS, FSB",7/27/1990,540440,445078,DES MOINES,IA,20411,FAILURE
UNITED FSB,7/31/1990,415606,352744,VIENNA,VA,134507,FAILURE
AMERICAN BANK & TRUST COMPANY,8/2/1990,351544,319815,BATON ROUGE,LA,6211,FAILURE
"UNITED BANK OF WACO, NATIONAL ASSOC",8/2/1990,250030,254242,WACO,TX,33119,FAILURE
HOMETOWN FSA,8/3/1990,46450,39362,WINFIELD,IL,6305,FAILURE
TENNESSEE FEDERAL SAVINGS BANK,8/3/1990,40020,36049,COOKEVILLE,TN,10908,FAILURE
AMIGO FS & LA,8/3/1990,20745,20836,BROWNSVILLE,TX,5217,FAILURE
FIRST NATIONAL BANK OF CORPUS CHRISTI,8/9/1990,117002,116535,CORPUS CHRISTI,TX,19713,FAILURE
THE NATIONAL BANK OF WASHINGTON,8/10/1990,1650969,1268268,WASHINGTON,DC,224314,FAILURE
BANK OF EDEN,4/29/1939,,734,EDEN,NY,,FAILURE
FIRST PACIFIC BANK,8/10/1990,118841,113212,BEVERLY HILLS,CA,43448,FAILURE
AMERICAN SA OF MT. CARMEL,8/10/1990,11851,11763,MT. CARMEL,IL,1804,FAILURE
SUPERIOR FEDERAL SAVINGS BANK,8/10/1990,80206,77541,NACOGDOCHES,TX,11442,FAILURE
CHERRY CREEK NATIONAL BANK,8/16/1990,85818,94612,DENVER,CO,11198,FAILURE
CAPITOL BANK & TRUST,8/16/1990,33095,32512,OKLAHOMA CITY,OK,4060,FAILURE
CITY NATIONAL BANK,8/16/1990,35577,39313,HOUSTON,TX,9036,FAILURE
FIRST FSA OF TUSCOLA,8/17/1990,23179,23414,TUSCOLA,IL,1997,FAILURE
FINANCIAL SAVINGS OF HARTFORD FSB,8/17/1990,21927,17578,HARTFORD,CT,3240,FAILURE
SWEETWATER FS & LA,8/22/1990,11625,11705,ROCK SPRINGS,WY,1290,FAILURE
FIRST FS & LA,8/24/1990,315404,327353,TEMPLE,TX,39539,FAILURE
HUDSON TRUST COMPANY,4/29/1939,,24484,UNION CITY,NJ,,FAILURE
BROKEN ARROW SAVINGS ASSOC.,8/24/1990,26929,23243,BROKEN ARROW,OK,4952,FAILURE
AMBASSADOR FS & LA,8/24/1990,184143,161964,TAMARAC,FL,52119,FAILURE
THE FIRST NATIONAL BANK OF LEVELLAND,8/30/1990,62249,64398,LEVELLAND,TX,9446,FAILURE
BAY CITY BANK & TRUST CO.,8/30/1990,79609,82719,BAY CITY,TX,22330,FAILURE
"AMERICAN BANK OF COMMERCE, NA",8/30/1990,17389,17482,DEL RIO,TX,3606,FAILURE
SECURITY NATIONAL BANK,8/30/1990,15067,15790,AUSTIN,TX,2208,FAILURE
CITIZENS NATIONAL BANK,8/30/1990,51326,53206,EL CAMPO,TX,10160,FAILURE
CHISHOLM NATIONAL BANK,8/30/1990,20886,21192,PLANO,TX,3917,FAILURE
FIRST BANK OF PLANO,8/30/1990,9248,9612,PLANO,TX,1896,FAILURE
FIRST FSA,8/31/1990,54747,51102,WINNFIELD,LA,6312,FAILURE
TATUM STATE BANK,5/2/1939,47,17,TATUM,TX,,FAILURE
ATLANTA FSA,8/31/1990,89379,89555,ATLANTA,TX,8365,FAILURE
"FIRST AMERICAN SAVINGS BANK, FSB",8/31/1990,123625,108866,SANTA FE,NM,57392,FAILURE
"ENSIGN BANK, FSB",8/31/1990,1780403,1468703,NEW YORK,NY,628535,FAILURE
NORTHSIDE BANK,9/6/1990,54654,53617,SAN ANTONIO,TX,4009,FAILURE
EL PASO FEDERAL SAVINGS,9/7/1990,433067,370359,EL PASO,TX,142525,FAILURE
FIRST CITY FSB,9/7/1990,41726,38043,LUCEDALE,MS,9001,FAILURE
THE PAWNEE NATIONAL BANK,9/12/1990,14206,14628,PAWNEE,OK,2338,ASSISTANCE
FIRST NATIONAL BANK OF CROSBY,9/13/1990,12433,12335,CROSBY,ND,77,FAILURE
WESTERN NATIONAL BANK,9/13/1990,34013,35168,FORT WORTH,TX,8808,FAILURE
CITIZENS BANK,9/13/1990,15876,15963,CLARKSVILLE,TX,1648,FAILURE
LENNON STATE BANK,11/26/1935,79,74,LENNON,MI,,FAILURE
THE PARKSLEY NATIONAL BANK,5/18/1939,279,182,PARKSLEY,VA,,FAILURE
FIRST NATIONAL BANK OF KENNEDALE,9/13/1990,27485,27733,KENNEDALE,TX,7429,FAILURE
INGRAM STATE BANK,9/14/1990,23452,23216,INGRAM,TX,1308,FAILURE
CITIZENS NATIONAL BANK,9/14/1990,12791,13076,KERRVILLE,TX,2787,FAILURE
FIRST SB OF HEMPSTEAD,9/14/1990,35355,30879,HEMPSTEAD,TX,1670,FAILURE
FIRST STATE BANK OF RISING STAR,9/20/1990,13983,13876,RISING STAR,TX,2710,FAILURE
FIRST COMANCHE BANK,9/20/1990,33116,34942,COMANCHE,TX,7167,FAILURE
CITY NATIONAL BANK OF IRVING,9/20/1990,32126,33768,IRVING,TX,5791,FAILURE
SENTRY FEDERAL SAVINGS BANK,9/21/1990,735467,588534,HYANNIS,MA,192078,FAILURE
MERCER SAVINGS BANK,9/21/1990,92695,83408,TRENTON,NJ,18614,FAILURE
YORKVILLE FEDERAL SAVINGS,9/21/1990,344684,347042,NEW YORK,NY,76827,FAILURE
BANK OF HARTLAND,5/29/1939,455,370,HARTLAND,WI,,FAILURE
HIDALGO SAVINGS & LOAN,9/21/1990,154818,122038,EDINBURG,TX,34252,FAILURE
TEXAS COMMERCIAL SA,9/21/1990,27674,26846,SULPHUR SPRINGS,TX,6951,FAILURE
FORT WORTH STATE BANK,9/27/1990,20689,22222,FORT WORTH,TX,9334,FAILURE
GREAT WESTERN NATIONAL BANK,9/27/1990,13377,13321,LEWISVILLE,TX,1592,FAILURE
"WOODWAY BANK AND TRUST, NA",10/4/1990,35375,35365,HOUSTON,TX,2603,FAILURE
THE PEOPLES BANK & TRUST COMPANY,10/5/1990,117050,115765,NATCHITOCHES,LA,12577,FAILURE
MOUNTAIN RIDGE STATE BANK,10/5/1990,51426,50209,WEST ORANGE,NJ,12808,FAILURE
UNITED PEOPLES BANK,10/11/1990,32673,32826,LAMPASAS,TX,6474,FAILURE
INTERNATIONAL FS & LA,10/12/1990,84250,81464,N. MIAMI BEACH,FL,13022,FAILURE
THE BROOKLYN SAVINGS BANK,10/19/1990,130931,93816,DANIELSON,CT,30802,FAILURE
GLOUCESTER CITY TRUST COMPANY,6/3/1939,,1160,GLOUCESTER CITY,NJ,,FAILURE
METROPOLITAN NATIONAL BANK,10/19/1990,19851,20103,MCALLEN,TX,2875,FAILURE
FIRST AMERICAN BANK FOR SAVINGS,10/19/1990,526176,489285,BOSTON,MA,138008,FAILURE
"HERITAGE SAVINGS BANK, FSB",10/19/1990,888751,726199,RICHMOND,VA,124237,FAILURE
GOLD COAST SAVINGS BANK,10/19/1990,151694,141804,PLANTATION,FL,46894,FAILURE
SUPERIOR FSA,10/23/1990,95923,57964,CLEVELAND,OH,20620,FAILURE
FIRST NATIONAL BANK OF JACKSON,10/25/1990,73684,69932,JACKSON,TN,5155,FAILURE
THE FARMERS AND MERCHANTS BANK OF SHEYENNE,10/26/1990,2899,2867,SHEYENNE,ND,826,FAILURE
RANCHO BERNARDO FED. SAV. BANK,10/26/1990,118634,113127,SAN DIEGO,CA,7700,FAILURE
CITY SAVINGS & LOAN,10/26/1990,182972,182869,SAN ANTONIO,TX,39109,FAILURE
TRINITY NATIONAL BANK,11/1/1990,21468,21903,BENBROOK,TX,5882,FAILURE
COMMONWEALTH TRUST COMPANY,6/3/1939,,5763,UNION CITY,NJ,,FAILURE
LONE STAR NATIONAL BANK,11/2/1990,34211,42529,DALLAS,TX,20594,FAILURE
DESOTO FS & LA,11/2/1990,63885,63147,MANSFIELD,LA,8470,FAILURE
RIVERSIDE SAVINGS BANK,11/2/1990,177838,144964,RIVERSIDE,NJ,57205,FAILURE
BOONSLICK S & LA,11/2/1990,70151,70060,BOONVILLE,MO,2876,FAILURE
FREEDOM NATIONAL BANK OF NEW YORK,11/9/1990,110444,101021,NEW YORK,NY,12327,FAILURE
FLORIDA FEDERAL SAVINGS BANK,11/9/1990,4115008,2271190,ST. PETERSBURG,FL,393637,FAILURE
LOUISIANA FEDERAL SAVINGS BANK,11/9/1990,58810,50470,KENNER,LA,9539,FAILURE
EXECUTIVE BANC SA,11/9/1990,16183,15514,NEW BRAUNFELS,TX,3579,FAILURE
WESTERN BANK,11/15/1990,39838,39563,DUNCANVILLE,TX,5880,FAILURE
ACTION FEDERAL SAVINGS,11/15/1990,261969,199017,SOMMERS POINT,NJ,81662,FAILURE
MERCHANTS TRUST COMPANY,6/3/1939,,5593,UNION CITY,NJ,,FAILURE
FIRST FEDERAL SAVINGS ASSOC.,11/16/1990,55433,41409,LAS VEGAS,NM,14413,FAILURE
LIBERTY FEDERAL SAVINGS BANK,11/16/1990,53786,51693,MONTEBELLO,CA,3322,FAILURE
SOUTHEASTERN SAVINGS BANK,11/16/1990,422279,367628,CHARLOTTE,NC,23647,FAILURE
FARMERS STATE BANK OF MADISONVILLLE,11/29/1990,34847,34565,MADISONVILLE,TX,1617,FAILURE
BANK OF ARLINGTON,11/29/1990,63605,59795,ARLINGTON,TX,5113,FAILURE
BOUNDARY WATERS STATE BANK,11/30/1990,13426,13413,ELY,MN,1460,FAILURE
FIRST FSA OF NACOGDOCHES,11/30/1990,61907,51776,NACOGDOCHES,TX,22259,FAILURE
EDISON FSA,11/30/1990,140107,115788,NEW YORK,NY,3943,FAILURE
FIRST SA,11/30/1990,64124,46665,PARAGOULD,AR,24622,FAILURE
TUSKEGEE S & LA,11/30/1990,31836,28475,TUSKEGEE,AL,15266,FAILURE
GLENDIVE STATE BANK,6/15/1939,162,119,GLENDIVE,MT,,FAILURE
SAN JACINTO SAVINGS,11/30/1990,2869629,2894745,HOUSTON,TX,1700654,FAILURE
ATASCOSA SA,11/30/1990,34662,32918,JOURDANTON,TX,7091,FAILURE
FIRST SOUTHWEST FS & LA,11/30/1990,51219,45339,TYLER,TX,4901,FAILURE
DOUGLAS COUNTY NATIONAL BANK,12/6/1990,5371,5325,PARKER,CO,763,FAILURE
HEIGHTS BANK,12/7/1990,28752,27025,HARKER HEIGHTS,TX,4720,FAILURE
FIRST NATIONAL BANK OF ROWLETT,12/7/1990,20509,21351,ROWLETT,TX,6512,FAILURE
TEXARKANA FS & LA,12/7/1990,40379,43171,TEXARCANA,AR,11185,FAILURE
CENTRAL FEDERAL SAVINGS,12/7/1990,890776,848439,MINEOLA,NY,247559,FAILURE
FIRST FEDERAL SAVINGS,12/7/1990,520377,427460,RALEIGH,NC,55713,FAILURE
ANDREWS SAVINGS & LOAN ASSOC.,12/7/1990,126078,109694,ANDREWS,TX,10983,FAILURE
THE HAMILTON TRUST COMPANY OF PATERSON,6/17/1939,3734,2860,PATERSON,NJ,,FAILURE
NEW ENGLAND ALLBANK FOR SAVINGS,12/12/1990,173269,172263,GARDNER,MA,68035,FAILURE
FIRST STATE BANK,12/13/1990,7477,7581,LEXINGTON,OK,883,FAILURE
WASHINGTON COUNTY STATE BANK,12/13/1990,77722,77526,BRENHAM,TX,9368,FAILURE
BANK OF COMMERCE,12/13/1990,19650,19943,ALEXANDRIA,LA,4130,FAILURE
THE STATE BANK OF OMAHA,12/14/1990,20519,20615,OMAHA,TX,5339,FAILURE
FAR WESTERN BANK,12/14/1990,154318,150711,TUSTIN,CA,23931,FAILURE
PEOPLES STATE BANK,12/14/1990,30262,30597,DALLAS,TX,6295,FAILURE
FIRST COMMERCIAL BANK OF FLORIDA,12/14/1990,171578,164103,BOCA RATON,FL,27269,FAILURE
OLYMPIC FEDERAL SAVINGS,12/14/1990,1054382,683656,BERWYN,IL,73945,FAILURE
EMPIRE SAVINGS BANK,12/14/1990,219328,193704,HAMMONTON,NJ,28260,FAILURE
THE PLANTSVILLE NATIONAL BANK,6/24/1939,380,464,PLANTSVILLE,CT,,FAILURE
COMMUNITY FS & LA,12/14/1990,1977010,2282847,ST. LOUIS,MO,305919,FAILURE
COMFED SAVINGS BANK,12/14/1990,1402978,931868,LOWELL,MA,321340,FAILURE
OLD BOROUGH SAVINGS & LOAN,12/14/1990,133547,117224,TRENTON,NJ,6,FAILURE
FRONTIER SAVINGS ASSOCIATION,12/14/1990,252407,247450,LAS VEGAS,NV,-248,FAILURE
HOME FEDERAL BANK FOR SAVINGS,12/14/1990,348106,196099,WAUKEGAN,IL,19573,FAILURE
MID-AMERICA FS & LA,12/15/1990,1206441,894318,COLUMBUS,OH,71,FAILURE
ARKANSAS FSB,12/21/1990,71705,61584,LITTLE ROCK,AR,15373,FAILURE
"ENTERPRISE SAVINGS BANK, FA",12/27/1990,432576,322004,CHICAGO,IL,12622,FAILURE
CAPITOL BANK AND TRUST COMPANY,12/28/1990,485550,442317,BOSTON,MA,205878,FAILURE
SOUTHERN FS,12/28/1990,230780,230027,NEW ORLEANS,LA,7021,FAILURE
PLEASANTVILLE TRUST COMPANY,6/30/1939,1116,936,PLEASANTVILLE,NJ,,FAILURE
FIRST FS & LA OF ANDALUSIA,12/28/1990,38693,37738,ANDALUSIA,AL,6332,FAILURE
ROYAL OAK FS & LA,1/4/1991,27310,29154,RANDALLSTOWN,MD,2,FAILURE
FULTON FEDERAL SAVINGS BANK,1/4/1991,2016621,1380514,ATLANTA,GA,80646,FAILURE
FIRST FS & LA OF PITTSBURG,1/4/1991,3089704,2343171,PITTSBURGH,PA,96028,FAILURE
FIRST FEDERAL SAVINGS & LOAN,1/4/1991,638622,472426,SAN ANTONIO,TX,37685,FAILURE
TRIDENT FEDERAL S & L ASSOC.,1/4/1991,47159,44159,NEWARK,NJ,7519,FAILURE
THE CONNECTICUT BANK & TRUST CO,1/6/1991,7210748,6860236,HARTFORD,CT,151127,FAILURE
"BANK OF NEW ENGLAND, NATIONAL ASSOC",1/6/1991,13428614,9406853,BOSTON,MA,572581,FAILURE
MAINE NATIONAL BANK,1/6/1991,1045658,944665,PORTLAND,ME,0,FAILURE
COMMUNITY NATIONAL BANK,1/11/1991,85364,86936,GLASTONBURY,CT,26647,FAILURE
WEST HUDSON COUNTY TRUST COMPANY,6/30/1939,,5773,HARRISON,NJ,,FAILURE
FAR WEST SAVINGS & LOAN,1/11/1991,3714988,2981632,NEWPORT BEACH,CA,498684,FAILURE
CONNECTICUT SAVINGS AND LOAN,1/11/1991,17375,13680,HARTFORD,CT,3358,FAILURE
MALIBU SB,1/11/1991,139117,122923,COSTA MESA,CA,22127,FAILURE
IRVING SAVINGS & LOAN,1/18/1991,222484,235827,PATERSON,NJ,25727,FAILURE
BEACH FEDERAL SAVINGS ASSOC.,1/18/1991,81792,80703,FOUNTAIN VALLEY,CA,110,FAILURE
"AMERICAN BANK, NATIONAL ASSOCIATION",1/22/1991,20712,23319,RIO RANCHO,NM,10941,FAILURE
METROPOLITAN NATIONAL BANK,1/24/1991,97314,98491,FARMERS BRANCH,TX,15366,FAILURE
ALVARADO BANK,1/25/1991,33480,32106,RICHMOND,CA,4323,FAILURE
CENTER S & LA,1/25/1991,132562,125372,CLIFTON,NJ,15290,FAILURE
COLUMBIA SAVINGS & LOAN ASSN.,1/25/1991,5358626,5645608,BEVERLY HILLS,CA,206275,FAILURE
FIRST NATIONAL BANK OF LIMA,7/18/1934,91,42,LIMA,MT,,FAILURE
BANK OF LINDEN,11/27/1935,224,188,LINDEN,WI,,FAILURE
KEARNY NATIONAL BANK,6/30/1939,,3092,KEARNY,NJ,,FAILURE
TRUSTBANK FSB,1/25/1991,1823394,1509206,TYSONS CORNER,VA,172842,FAILURE
CORAL S & LA,1/25/1991,32197,31658,CORAL SPRINGS,FL,4291,FAILURE
CITIZENS NATIONAL BANK AND TRUST,1/29/1991,18776,19197,CHICAGO,IL,2626,FAILURE
BANK OF THE HILLS,1/31/1991,255108,237750,AUSTIN,TX,35259,FAILURE
"ROCKPORT BANK, NATIONAL ASSOCIATION",1/31/1991,17796,18038,ARANSAS COUNTY,TX,2997,FAILURE
THE MERCHANTS BANK AND TRUST CO,2/1/1991,269867,269021,NORWALK,CT,87535,FAILURE
MAINE SAVINGS BANK,2/1/1991,1182519,1191224,PORTLAND,ME,184197,FAILURE
FIRST FEDERAL SAVINGS OF TOLEDO,2/1/1991,1022500,1016062,TOLEDO,OH,38421,FAILURE
COREAST FSB,2/1/1991,1209981,993237,RICHMOND,VA,210819,FAILURE
GEORGE WASHINGTON FSA,2/1/1991,14586,13313,JONESBOROUGH,TN,1301,FAILURE
FIRST STATE BANK OF O'FALLON,8/28/1939,50,102,O'FALLON,IL,,FAILURE
LOCKHART STATE BANK,2/7/1991,24316,24800,LOCKHART,TX,2072,FAILURE
FIRST NATIONAL BANK IN KAUFMAN,2/7/1991,20351,20995,KAUFMAN,TX,3268,FAILURE
FIRST JERSEY S & LA ASSOC.,2/8/1991,287692,257442,WYCKOFF,NJ,37780,FAILURE
FIRST FSA OF WAYNESBORO,2/8/1991,18165,18137,WAYNESBORO,TN,2119,FAILURE
PEOPLES FEDERAL SAVINGS BANK,2/8/1991,59686,53910,BAY ST. LOUIS,MS,2091,FAILURE
FAMILY S & LA,2/8/1991,99576,60452,SEATTLE,WA,3621,FAILURE
UNITY FS & LA,2/8/1991,454475,444026,BEVERLY HILLS,CA,60093,FAILURE
THE FIRST NATIONAL BANK OF WORTH,2/14/1991,7282,7709,WORTHAM,TX,2111,FAILURE
MERCHANTS TRUST & SAVINGS BANK,2/14/1991,43848,42729,KENNER,LA,11175,FAILURE
FIRST NORTHERN COOP,2/20/1991,114564,87048,KEENE,NH,25824,FAILURE
RARDIN STATE BANK,8/30/1939,,3092,RARDIN,IL,,FAILURE
SOUTHWEST NATIONAL BANK,2/21/1991,37236,36461,ALBUQUERQUE,NM,4690,FAILURE
THE MCKINLEY BANK,2/22/1991,70565,65627,NILES,OH,0,FAILURE
HOLLYWOOD FSB,2/22/1991,1525465,1369899,HOLLYWOOD,FL,82556,FAILURE
FIRST FS & LA,2/22/1991,37523,36235,DALLAS,GA,4091,FAILURE
"UNITED CITIZENS BANK, NATIONAL ASSOC",2/28/1991,44906,47235,COLLEGE STATION,TX,9815,FAILURE
PEOPLES FEDERAL S & L ASSOC.,3/1/1991,107564,98599,NEW KENSINGTON,PA,2458,FAILURE
AMERIFIED SAVINGS BANK,3/1/1991,110647,99469,LAWRENCEVILLE,NJ,17600,FAILURE
MANILABANK,3/8/1991,20775,20349,LOS ANGELES,CA,3927,FAILURE
FIRST MARINE BANK OF FLORIDA,3/8/1991,17165,16769,PALM CITY,FL,3560,FAILURE
SEAFIRST BANK,3/8/1991,11521,11861,PORT ST. LUCIE,FL,1896,FAILURE
PROVIDENCE CITIZENS BANK,9/1/1939,306,251,PROVIDENCE,KY,,FAILURE
JEFFERSON FEDERAL SA,3/8/1991,666471,488725,BIRMINGHAM,AL,17504,FAILURE
FIRST FSA OF WEWOKA,3/8/1991,32917,27898,WEWOKA,OK,5239,FAILURE
BEACON FEDERAL SAVINGS,3/8/1991,405964,388612,BALDWIN,NY,19948,FAILURE
ALEXANDER HAMILTON,3/8/1991,210702,212882,PATERSON,NJ,4014,FAILURE
FIRST FSB,3/8/1991,51933,49950,HURON,SD,526,FAILURE
FIRST CITIZENS SLA,3/8/1991,200485,199317,FORT PIERCE,FL,36864,FAILURE
PREFFERED SAVINGS AND LOAN,3/8/1991,224456,174847,HIGH POINT,NC,19170,FAILURE
CROSSROADS BANK,3/14/1991,22416,22694,VICTORIA,TX,3957,FAILURE
COOLIDGE CORNER CO-OPERATIVE BANK,3/14/1991,83699,83843,BROOKLINE,MA,12127,FAILURE
THE BLACKSTONE BANK AND TRUST CO,3/15/1991,49258,48356,BOSTON,MA,15168,FAILURE
THE FARMERS STATE BANK,9/15/1939,97,82,CATO,WI,,FAILURE
AMERIFIRST FEDERAL SAVINGS,3/15/1991,3575040,2872239,MIAMI,FL,557515,FAILURE
BELL FEDERAL SAVINGS,3/15/1991,850573,733980,UPPER DARBY,PA,197296,FAILURE
HOME SAVINGS ASSOCIATION,3/15/1991,2944195,2623786,KANSAS CITY,MO,307557,FAILURE
ARCANIUM FSA,3/15/1991,45361,46771,ARCANUM,OH,2919,FAILURE
SOVEREIGN SB,3/15/1991,38909,33828,PALM HARBOR,FL,3389,FAILURE
CITADEL BANK,3/21/1991,21874,21643,WILLIS,TX,5701,FAILURE
SABINAL BANK,3/21/1991,24822,24395,SABINAL,TX,3673,FAILURE
STATE SAVINGS,3/22/1991,445379,393817,JACKSON HEIGHTS,NY,166282,FAILURE
FIRST FSA OF CHICKASHA,3/22/1991,161381,153087,CHICKASHA,OK,4311,FAILURE
UNITED FSA OF IOWA,3/22/1991,895845,715825,DES MOINES,IA,50214,FAILURE
SECURITY STATE BANK,10/3/1939,121,96,LAWRENCE,NE,,FAILURE
"THE FEDERAL SB, FSB",3/22/1991,150907,131244,SWAINSBORO,GA,46343,FAILURE
AMERICAN FEDERAL BANK,3/22/1991,110234,90436,ADA,OK,44585,FAILURE
CITIZENS SECURITY BANK,3/22/1991,34089,28176,BORGER,TX,6158,FAILURE
"REPUBLIC SB, FSB",3/22/1991,26394,26499,ROCKVILLE,MD,8380,FAILURE
"COUNTY BANK, FSB",3/27/1991,1172063,961737,SANTA BARBARA,CA,103369,FAILURE
THE LANDMARK BANK,3/28/1991,227859,219851,HARTFORD,CT,53299,FAILURE
CITY BANK AND TRUST,3/29/1991,116044,119406,CLAREMONT,NH,40626,FAILURE
CITIZENS NATIONAL BANK,3/29/1991,11414,11251,LIMON,CO,3011,FAILURE
FIRST STATE BANK,4/4/1991,26023,26208,WEIMAR,TX,2212,FAILURE
THE BLUEVILLE BANK OF GRAFTON,4/5/1991,48118,46936,GRAFTON,WV,3752,FAILURE
THE EGG HARBOR COMMERCIAL BANK,10/7/1939,,865,EGG HARBOR CITY,NJ,,FAILURE
COLUMBIA FSA OF HAMILTON,4/5/1991,61327,51742,HAMILTON,OH,1172,FAILURE
FIRST FS & LA OF SEMINOLE CO.,4/5/1991,185267,160429,SANFORD,FL,17734,FAILURE
FIRST SAVINGS OF ZION,4/5/1991,63207,60613,ZION,IL,6158,FAILURE
"FIRST FEDERAL SB, FSB",4/5/1991,30156,30573,ASHBURN,GA,2746,FAILURE
AMERICAN BANK & TRUST COMPANY,4/11/1991,60928,60439,SHREVEPORT,LA,10525,FAILURE
ARIZONA COMMERCE BANK,4/12/1991,80832,79757,TUCSON,AZ,7329,FAILURE
WHITNEY BANK AND TRUST,4/12/1991,40601,49222,HAMDEN,CT,29581,FAILURE
SECURITY SAVINGS & LOAN,4/12/1991,143194,129364,WATERBURY,CT,49989,FAILURE
COMMUNITY NATIONAL BANK,4/18/1991,19048,18929,SHERMAN,TX,2728,FAILURE
"PROSPECT PARK, FSB",4/19/1991,511522,474313,WEST PATERSON,NJ,94773,FAILURE
THE FARMERS STATE BANK,11/25/1939,,94,CUBA,KS,,FAILURE
METROPOLITAN FS & LA,4/19/1991,985057,811836,NASHVILLE,TN,112220,FAILURE
MERCANTILE SAVINGS BANK,4/19/1991,33779,33995,SOUTHAVEN,MS,9121,FAILURE
CIMARRON FEDERAL SAVINGS,4/19/1991,781965,713933,MUSKOGEE,OK,0,FAILURE
CHISHOLM FS & LA,4/19/1991,154401,147099,KINGFISHER,OK,-386,FAILURE
COLUMBINE VALLEY BANK AND TRUST,4/26/1991,9458,9213,JEFFERSON COUNTY,CO,2002,FAILURE
"HOME FS & LA, FA",4/26/1991,134307,116937,ALGONA,IA,4,FAILURE
AUGUSTA FSA,4/26/1991,151333,132558,BALTIMORE,MD,5595,FAILURE
"EXECUTIVE SB, FSB",4/26/1991,58634,55501,MARINA DEL REY,CA,6324,FAILURE
JOHN HANSON FSB,4/26/1991,840701,658563,BELTSVILLE,MD,147716,FAILURE
SUNBELT SAVINGS,4/26/1991,6038921,4265330,IRVING,TX,3,FAILURE
COMMERCIAL BANK OF LIBERTY,11/25/1939,548,502,LIBERTY,KY,,FAILURE
RED RIVER FS & LA,4/26/1991,422245,378312,LAWTON,OK,-442,FAILURE
BOSTON TRADE BANK,5/3/1991,307033,301548,BOSTON,MA,127300,FAILURE
FIRST FS & LA OF PITTSBURG,5/3/1991,290886,143505,PITTSBURG,KS,5,FAILURE
CENTURY FEDERAL SAVINGS,5/3/1991,25857,24375,CHICAGO,IL,1319,FAILURE
SENTRY FSA,5/3/1991,50295,47246,NORFOLK,VA,12306,FAILURE
"LIBERTY SB, FSB",5/3/1991,17787,17762,MARIETTA,OH,3322,FAILURE
"NEWTON SAVINGS BANK, FSA",5/3/1991,40854,38447,FAIRFIELD,NJ,3585,FAILURE
SECURITY FS & LA OF ALBUQUERQUE,5/3/1991,261711,193444,ALBUQUERQUE,NM,29423,FAILURE
THE FIRST NATIONAL BANK OF POTH,5/9/1991,18673,18545,POTH,TX,1450,FAILURE
CHIRENO STATE BANK,5/9/1991,12397,12345,CHIRENO,TX,1467,FAILURE
THE YONKERS NATIONAL BANK & TRUST CO.,12/4/1939,,8849,YONKERS,NY,,FAILURE
TEXAS BANK AND TRUST OF TEMPLE,5/9/1991,45228,44972,TEMPLE,TX,10724,FAILURE
VILLAGE GREEN NATIONAL BANK,5/9/1991,29452,27110,JERSEY VILLAGE,TX,8505,FAILURE
MADISON NATIONAL BANK,5/10/1991,473781,404200,WASHINGTON,DC,77772,FAILURE
MADISON NATIONAL BANK OF VIRGINIA,5/10/1991,174187,159413,MCLEAN,VA,18207,FAILURE
THE WASHINGTON BANK (OF MARYLAND),5/10/1991,38974,39003,BALTIMORE,MD,968,FAILURE
FIRST FS & LA OF FARGO,5/10/1991,50013,51170,FARGO,ND,3040,FAILURE
CAPITOL FEDERAL BANK FOR SAVINGS,5/10/1991,39274,33403,CHICAGO,IL,0,FAILURE
FIRST FS & LA OF CRESTON,5/10/1991,67326,67915,CRESTON,IA,1751,FAILURE
FIRST FSA OF NEWTON,5/10/1991,125607,105802,NEWTON,KS,1477,FAILURE
VERMILION FSB,5/10/1991,17825,17570,ABBEVILLE,LA,323,FAILURE
FARMERS BANK OF CHARLTON COUNTY,12/5/1935,287,229,KEYTESVILLE,MO,,FAILURE
THE STATE BANK OF LIEBENTHAL,12/6/1939,60,58,LIEBENTHAL,KS,,FAILURE
GUARANTY FSA,5/10/1991,25648,23606,WARNER ROBINS,GA,9770,FAILURE
COLONIAL FSB,5/10/1991,60629,62304,CRANSTON,RI,28617,FAILURE
CAPITAL BANK,5/16/1991,111610,104756,DALLAS,TX,25404,FAILURE
FIRST NATIONAL BANK OF CEDAR HILL,5/16/1991,10959,11132,CEDAR HILL,TX,2553,FAILURE
THE COSMOPOLITAN NATIONAL BANK OF CHICAGO,5/17/1991,110088,108468,CHICAGO,IL,14870,FAILURE
